,session,subject,parent_adj_nps,child_adj_nps,parent_indef_def_adj_nps
10413,4,28,a tubtub,,a tubtub
10428,4,28,a pirate,,a pirate
10431,4,28,a pirate,,a pirate
10434,4,28,a #,,a #
10440,4,28,a squirrel,,a squirrel
10442,4,28,a squirrel,,a squirrel
10445,4,28,the trees,,the trees
10461,4,28,a statue,,a statue
10462,4,28,a deer,,a deer
10463,4,28,a baby,,a baby
10464,4,28,a statue,,a statue
10471,4,29,the captain,,the captain
10472,4,29,the boat,,the boat
10479,4,29,a boat,,a boat
10484,4,29,the lake,,the lake
10485,4,29,the boat,,the boat
10486,4,29,a boat,,a boat
10487,4,29,a boat,,a boat
10488,4,29,a boat,,a boat
10502,4,29,the man,,the man
10594,4,29,a bowl,,a bowl
10596,4,29,the bowl,,the bowl
10627,4,29,the knife,,the knife
10643,4,29,a whole,,a whole
10644,4,29,a strawberry,,a strawberry
10645,4,29,a half,,a half
10647,4,29,a strawberry,,a strawberry
10659,4,29,the dishes,,the dishes
10667,4,29,the strawberry,,the strawberry
10680,4,29,a koala,,a koala
10682,4,29,a koala,,a koala
10689,4,29,a tea+party,,a tea+party
10694,4,29,a hug,,a hug
10701,4,29,the lid,,the lid
10722,4,29,the lipstick,,the lipstick
10725,4,29,a book,,a book
10730,4,29,the dress,,the dress
10733,4,29,the baby,,the baby
10773,4,29,the puppet,,the puppet
10785,4,29,a kiss,,a kiss
10791,4,29,a baby,,a baby
10797,4,29,a bottle,,a bottle
10809,4,29,the baby,,the baby
10836,4,29,the car,,the car
10840,4,29,the blanket,,the blanket
10848,4,29,the diaper,,the diaper
10850,4,29,a bath,,a bath
10855,4,29,the diaper,,the diaper
10858,4,29,a diaper,,a diaper
10884,4,29,the lid,,the lid
10897,4,29,the baby,,the baby
10899,4,29,the blanket,,the blanket
10926,4,29,the leg,,the leg
10946,4,29,the others,,the others
10952,4,29,the snaps,,the snaps
10985,4,29,the store,,the store
11002,4,29,a while,,a while
11010,4,29,the elephant,,the elephant
11022,4,29,the moon,,the moon
11023,4,29,the moon,,the moon
11031,4,29,a beard,,a beard
11032,4,29,a mustache,,a mustache
11034,4,29,a bird,,a bird
11038,4,29,a cane,,a cane
11043,4,29,the boat,,the boat
11045,4,29,the boat,,the boat
11054,4,29,the animals,,the animals
11074,4,29,the lion,,the lion
11078,4,29,the door,,the door
11079,4,29,the lion,,the lion
11084,4,29,a lion,,a lion
11091,4,29,the boat,,the boat
11092,4,29,the boat,,the boat
11102,4,29,the elephant,,the elephant
11103,4,29,the boat,,the boat
11106,4,29,the zebra,,the zebra
11107,4,29,the car,,the car
11108,4,29,the car,,the car
11111,4,29,the boat,,the boat
11115,4,29,the bird,,the bird
11118,4,29,a beak,,a beak
11122,4,29,the bird,,the bird
11142,4,29,a puzzle,,a puzzle
11143,4,29,a puzzle,,a puzzle
11156,4,29,the top,,the top
11184,4,29,a knot,,a knot
11185,4,29,the shoe,,the shoe
11186,4,29,the shoe,,the shoe
11200,4,29,the pocket,,the pocket
11216,4,29,a yoyo,,a yoyo
11222,4,29,the shoe,,the shoe
11250,4,29,the jacket,,the jacket
11251,4,29,the hole,,the hole
11254,4,29,the hole,,the hole
11255,4,29,the button,,the button
11257,4,29,the button,,the button
11266,4,29,the one,,the one
11270,4,29,the hole,,the hole
11279,4,29,the jacket,,the jacket
11280,4,29,the puzzle,,the puzzle
11281,4,29,the piece,,the piece
11307,4,29,the jacket,,the jacket
11308,4,29,the jacket,,the jacket
11330,4,29,the handle,,the handle
11344,4,29,the handle,,the handle
11356,4,29,the way,,the way
11358,4,29,the handle,,the handle
11360,4,29,the music,,the music
11361,4,29,the handle,,the handle
11376,4,29,a collar,,a collar
11380,4,29,a collar,,a collar
11389,4,29,a picture,,a picture
11433,4,29,a shape,,a shape
11446,4,29,the paper,,the paper
11453,4,29,a ball,,a ball
11454,4,29,a ball,,a ball
11473,4,29,a bird,,a bird
11482,4,29,the grass,,the grass
11485,4,29,the horse,,the horse
11518,4,29,the bowl,,the bowl
11523,4,29,the table,,the table
11525,4,29,the food,,the food
11530,4,29,a egg,,a egg
11533,4,29,the window,,the window
11539,4,29,a party,,a party
11540,4,29,a party,,a party
11560,4,29,the chair,,the chair
11561,4,29,the chair,,the chair
11573,4,29,the airplane,,the airplane
11575,4,29,a train,,a train
11577,4,29,a boat,,a boat
11580,4,29,the sky,,the sky
11581,4,29,the clouds,,the clouds
11601,4,29,the egg,,the egg
11602,4,29,the egg,,the egg
11603,4,29,a hole,,a hole
11604,4,29,a bulldozer,,a bulldozer
11620,4,29,the lobster,,the lobster
11622,4,29,the lobster,,the lobster
11628,4,29,the sifter,,the sifter
11635,4,29,a shovel,,a shovel
11636,4,29,the shovel,,the shovel
11645,4,29,the egg,,the egg
11646,4,29,the egg,,the egg
11649,4,29,the shovel,,the shovel
11651,4,29,the one,,the one
11652,4,29,the one,,the one
11667,4,29,the whale,,the whale
11669,4,29,the whale,,the whale
11673,4,29,the lobster,,the lobster
11676,4,29,a fish,,a fish
11677,4,29,a whale,,a whale
11682,4,29,a fish,,a fish
11683,4,29,a dolphin,,a dolphin
11684,4,29,a dolphin,,a dolphin
11686,4,29,a shark,,a shark
11703,4,29,a castle,,a castle
11708,4,29,the sand,,the sand
11720,4,29,the one,,the one
11721,4,29,the one,,the one
11724,4,29,the one,,the one
11729,4,29,the one,,the one
11731,4,29,the turtle,,the turtle
11734,4,29,the lobster,,the lobster
11748,4,29,a hat,,a hat
11755,4,29,a lobster,,a lobster
11759,4,29,a whale,,a whale
11768,4,29,a lobster,,a lobster
11769,4,29,a turtle,,a turtle
11772,4,29,the turtle,,the turtle
11775,4,29,a turtle,,a turtle
11778,4,29,a lobster,,a lobster
11780,4,29,a whale,,a whale
11782,4,29,a turtle,,a turtle
11783,4,29,a turtle,,a turtle
11806,4,29,a bird,,a bird
11807,4,29,a bird,,a bird
11844,4,29,a mushroom,,a mushroom
11882,4,29,the mushroom,,the mushroom
11883,4,29,the mushrooms,,the mushrooms
11892,4,29,the mushroom,,the mushroom
11898,4,29,the top,,the top
11914,4,29,the mushrooms,,the mushrooms
11931,4,29,a plate,,a plate
11934,4,29,a hat,,a hat
11937,4,29,the grass,,the grass
11938,4,29,the grass,,the grass
12046,4,30,the e@l,,the e@l
12150,4,30,the door,,the door
12151,4,30,the door,,the door
12210,4,30,a star,,a star
12217,4,30,the lid,,the lid
12219,4,30,the lid,,the lid
12222,4,30,the circle,,the circle
12235,4,30,the lid,,the lid
12255,4,30,the lid,,the lid
12271,4,30,a triangle,,a triangle
12274,4,30,the triangle,,the triangle
12276,4,30,the triangle,,the triangle
12279,4,30,a triangle,,a triangle
12280,4,30,the triangle,,the triangle
12281,4,30,a triangle,,a triangle
12284,4,30,the triangle,,the triangle
12285,4,30,a triangle,,a triangle
12305,4,30,the triangle,,the triangle
12307,4,30,the circle,,the circle
12309,4,30,the circle,,the circle
12311,4,30,the circle,,the circle
12312,4,30,the circle,,the circle
12316,4,30,the triangle,,the triangle
12323,4,30,a pie,,a pie
12335,4,30,the rectangle,,the rectangle
12338,4,30,a square,,a square
12355,4,30,a clover,,a clover
12366,4,30,the one,,the one
12367,4,30,a moon,,a moon
12373,4,30,a trapezoid,,a trapezoid
12441,4,30,the one,,the one
12442,4,30,the one,,the one
12463,4,30,the one,,the one
12482,4,30,the one,,the one
12483,4,30,the one,,the one
12492,4,30,the one,,the one
12496,4,30,the one,,the one
12498,4,30,the page,,the page
12500,4,30,a train,,a train
12501,4,30,the wheels,,the wheels
12502,4,30,the wheels,,the wheels
12509,4,30,the wheels,,the wheels
12525,4,30,the hair,,the hair
12544,4,30,the mitten,,the mitten
12558,4,30,a circle,,a circle
12587,4,30,the balloons,,the balloons
12589,4,30,the zipper,,the zipper
12609,4,30,the balloons,,the balloons
12630,4,30,the button,,the button
12696,4,30,the hand,,the hand
12699,4,30,a way,,a way
12705,4,30,the box,,the box
12709,4,30,a hand,,a hand
12710,4,30,the hand,,the hand
12712,4,30,a hand,,a hand
12713,4,30,the hand,,the hand
12775,4,30,a box,,a box
12838,4,30,the blanket,,the blanket
12850,4,30,the dollhouse,,the dollhouse
12851,4,30,a book,,a book
12858,4,30,the ground,,the ground
12869,4,30,a street,,a street
12870,4,30,the letter,,the letter
12871,4,30,the garbagecollector,,the garbagecollector
12873,4,30,the firefighters,,the firefighters
12877,4,30,the policeman,,the policeman
12880,4,30,the line,,the line
12881,4,30,the bell,,the bell
12882,4,30,the icecream,,the icecream
12889,4,30,a kiss,,a kiss
12890,4,30,a kiss,,a kiss
12903,4,30,the one,,the one
12906,4,30,the button,,the button
12908,4,30,the book,,the book
12959,4,30,the ktichen,,the ktichen
12969,4,30,a drink,,a drink
12985,4,30,the fridge,,the fridge
12986,4,30,the fridge,,the fridge
12999,4,30,a drink,,a drink
13008,4,30,a day,,a day
13013,4,30,a video,,a video
13020,4,30,the fish,,the fish
13023,4,30,the fish,,the fish
13024,4,30,a video,,a video
13085,4,30,the video,,the video
13108,4,30,a bit,,a bit
13110,4,30,the puzzle,,the puzzle
13150,4,30,the e@l,,the e@l
13153,4,30,the e@l,,the e@l
13157,4,30,the e@l,,the e@l
13165,4,30,a sheep,,a sheep
13196,4,30,a girl,,a girl
13260,4,30,a bit,,a bit
13264,4,30,a pillow,,a pillow
13265,4,30,a pillow,,a pillow
13266,4,30,the pillow,,the pillow
13268,4,30,the pillow,,the pillow
13439,4,33,the slide,,the slide
13453,4,33,a hug,,a hug
13461,4,33,the dog,,the dog
13466,4,33,a bear,,a bear
13467,4,33,a bear,,a bear
13495,4,33,a go,,a go
13557,4,33,a tiger,,a tiger
13656,4,33,a hug,,a hug
13664,4,33,the door,,the door
13670,4,33,a minute,,a minute
13687,4,33,the garbage,,the garbage
13703,4,33,a throw,,a throw
13704,4,33,a throw,,a throw
13709,4,33,the garbage,,the garbage
13727,4,33,a kiss,,a kiss
13755,4,33,the food,,the food
13763,4,33,the time,,the time
13765,4,33,the juice,,the juice
13773,4,33,a get,,a get
13812,4,33,the thing,,the thing
13829,4,33,a hole,,a hole
13834,4,33,a hole,,a hole
13835,4,33,a mess,,a mess
13848,4,33,the middle,,the middle
13870,4,33,the truck,,the truck
13884,4,33,the tv,,the tv
13886,4,33,the front,,the front
13887,4,33,the tv,,the tv
13888,4,33,the front,,the front
13889,4,33,the tv,,the tv
13893,4,33,the front,,the front
13903,4,33,the front,,the front
13914,4,33,the dog,,the dog
13917,4,33,the dog,,the dog
13919,4,33,the dog,,the dog
13920,4,33,the dog,,the dog
13953,4,33,the couches,,the couches
13969,4,33,the baby,,the baby
13998,4,33,the ball,,the ball
14000,4,33,a game,,a game
14020,4,33,a game,,a game
14040,4,33,a push,,a push
14048,4,33,the #,,the #
14049,4,33,the #,,the #
14050,4,33,the #,,the #
14057,4,33,the ball,,the ball
14068,4,33,a playfriend,,a playfriend
14108,4,33,the girl,,the girl
14156,4,33,the manager,,the manager
14276,4,33,a hater,,a hater
14300,4,33,the bath+room,,the bath+room
14304,4,33,the middle,,the middle
14320,4,33,a minute,,a minute
14322,4,33,a mess,,a mess
14348,4,33,the people,,the people
14349,4,33,the trees,,the trees
14352,4,33,the trees,,the trees
14354,4,33,the girl,,the girl
14413,4,33,the vacuum,,the vacuum
14424,4,33,the bath+room,,the bath+room
14426,4,33,the bath+room,,the bath+room
14458,4,33,the side,,the side
14462,4,33,the use,,the use
14489,4,33,the bath+room,,the bath+room
14494,4,33,a kiss,,a kiss
14495,4,33,a kiss,,a kiss
14519,4,33,the cup,,the cup
14542,4,33,a spit,,a spit
14576,4,33,the water,,the water
14675,4,33,a cold,,a cold
14681,4,33,a turn,,a turn
14688,4,33,the belt,,the belt
14695,4,33,the couch,,the couch
14701,4,33,a minutes,,a minutes
14738,4,33,a mess,,a mess
14741,4,33,a seat,,a seat
14751,4,33,a ride,,a ride
14762,4,33,a push,,a push
14787,4,33,the tv,,the tv
14823,4,35,a plate,,a plate
14829,4,35,the drawer,,the drawer
14830,4,35,the drawer,,the drawer
14832,4,35,the drawer,,the drawer
14837,4,35,the back,,the back
14839,4,35,the back,,the back
14840,4,35,the back,,the back
14858,4,35,the bacon,,the bacon
14881,4,35,a frying,,a frying
14882,4,35,a frying,,a frying
14890,4,35,the orangejuice,,the orangejuice
14892,4,35,the bottom,,the bottom
14942,4,35,the matter,,the matter
14947,4,35,the floor,,the floor
14952,4,35,the pan,,the pan
14957,4,35,the baby,,the baby
14959,4,35,a baby,,a baby
14960,4,35,a baby,,a baby
14983,4,35,a cement,,a cement
14989,4,35,the truck,,the truck
15000,4,35,the matter,,the matter
15015,4,35,the cookie,,the cookie
15028,4,35,the drawer,,the drawer
15031,4,35,the drawers,,the drawers
15041,4,35,the one,,the one
15042,4,35,the top,,the top
15045,4,35,the pop,,the pop
15046,4,35,the bottle,,the bottle
15047,4,35,the bottle,,the bottle
15049,4,35,the drawer,,the drawer
15063,4,35,the drawer,,the drawer
15067,4,35,a knife,,a knife
15080,4,35,a knife,,a knife
15084,4,35,a knife,,a knife
15101,4,35,a fork,,a fork
15114,4,35,the drawer,,the drawer
15117,4,35,the bottom,,the bottom
15122,4,35,the one,,the one
15123,4,35,the one,,the one
15138,4,35,the bottom,,the bottom
15147,4,35,the counter,,the counter
15175,4,35,the bread,,the bread
15180,4,35,a mess,,a mess
15182,4,35,a mess,,a mess
15189,4,35,the jars,,the jars
15203,4,35,the eggs,,the eggs
15204,4,35,the ketchup,,the ketchup
15205,4,35,the sink,,the sink
15223,4,35,a pot,,a pot
15234,4,35,the cob,,the cob
15244,4,35,the hotdog,,the hotdog
15252,4,35,the water,,the water
15263,4,35,the macaroni,,the macaroni
15268,4,35,the eggs,,the eggs
15269,4,35,the hotdogs,,the hotdogs
15304,4,35,the sink,,the sink
15309,4,35,the sink,,the sink
15321,4,35,a mess,,a mess
15331,4,35,a dog,,a dog
15349,4,35,a kitty,,a kitty
15366,4,35,the dog,,the dog
15391,4,35,a line,,a line
15440,4,35,a k@l,,a k@l
15441,4,35,a k@l,,a k@l
15446,4,35,a k@l,,a k@l
15474,4,35,the dog,,the dog
15480,4,35,the letters,,the letters
15488,4,35,a letter,,a letter
15495,4,35,a bit,,a bit
15552,4,35,a book,,a book
15560,4,35,a mess,,a mess
15566,4,35,the apple,,the apple
15567,4,35,the apple,,the apple
15574,4,35,the orange,,the orange
15593,4,35,a plum,,a plum
15603,4,35,the laundry,,the laundry
15611,4,35,the door,,the door
15616,4,35,a pear,,a pear
15628,4,35,the plum,,the plum
15629,4,35,the plum,,the plum
15634,4,35,the plum,,the plum
15636,4,35,the plum,,the plum
15665,4,35,a snack,,a snack
15668,4,35,a snack,,a snack
15669,4,35,the highchair,,the highchair
15686,4,35,the skin,,the skin
15699,4,35,the plate,,the plate
15701,4,35,a plate,,a plate
15703,4,35,a plate,,a plate
15707,4,35,a peeler,,a peeler
15716,4,35,a bit,,a bit
15742,4,35,the store,,the store
15755,4,35,the one,,the one
15760,4,35,the store,,the store
15774,4,35,the seeds,,the seeds
15780,4,35,the laundry,,the laundry
15781,4,35,the door,,the door
15788,4,35,the rest,,the rest
15805,4,35,the room,,the room
15840,4,35,the kids,,the kids
15843,4,35,the toys,,the toys
15845,4,35,the toys,,the toys
15874,4,35,the thing,,the thing
15878,4,35,a bath,,a bath
15880,4,35,a bit,,a bit
15887,4,35,the neighbors,,the neighbors
15897,4,35,the mouth,,the mouth
15922,4,35,the cup,,the cup
15943,4,35,the cup,,the cup
15950,4,35,the one,,the one
15966,4,35,the cup,,the cup
15970,4,35,the cup,,the cup
15976,4,35,a color,,a color
16013,4,35,a second,,a second
16037,4,35,a look,,a look
16038,4,35,the door,,the door
16043,4,35,the street,,the street
16073,4,35,the couch,,the couch
16076,4,35,the couch,,the couch
16085,4,35,a tissue,,a tissue
16110,4,35,the tissue,,the tissue
16120,4,35,the pillows,,the pillows
16137,4,35,the colors,,the colors
16183,4,35,the day,,the day
16195,4,35,the stair,,the stair
16196,4,35,a spot,,a spot
16200,4,35,a day,,a day
16218,4,35,a rest,,a rest
16241,4,35,the kitty,,the kitty
16242,4,35,the kitty,,the kitty
16324,4,35,the family,,the family
16386,4,35,the floor,,the floor
16394,4,35,a hug,,a hug
16401,4,35,a monkey,,a monkey
16404,4,35,the Dads,,the Dads
16537,4,35,the blanket,,the blanket
16543,4,35,the snowman,,the snowman
16544,4,35,the diningroom,,the diningroom
16563,4,35,a monster,,a monster
16565,4,35,a monster,,a monster
16567,4,35,a monster,,a monster
16573,4,35,a hiding,,a hiding
16581,4,35,the monster,,the monster
16582,4,35,a giggle,,a giggle
16584,4,35,the monster,,the monster
16651,4,35,the playroom,,the playroom
16652,4,35,the playroom,,the playroom
16681,4,35,a second,,a second
16685,4,35,the one,,the one
16749,4,35,the floor,,the floor
16792,4,35,a minutes,,a minutes
16795,4,35,a mess,,a mess
16799,4,35,a bag,,a bag
16801,4,35,a bag,,a bag
16825,4,35,the bag,,the bag
16834,4,35,a second,,a second
16858,4,35,a baby,,a baby
16862,4,35,a year,,a year
16863,4,35,a girl,,a girl
16864,4,35,a boy,,a boy
16867,4,35,a boy,,a boy
16882,4,35,the chair,,the chair
16911,4,37,the pool,,the pool
16974,4,37,the pool,,the pool
16977,4,37,the windows,,the windows
16978,4,37,the light,,the light
16997,4,37,a number,,a number
17008,4,37,the door,,the door
17321,4,37,a picture,,a picture
17336,4,37,the fan,,the fan
17411,4,37,the rest,,the rest
17415,4,37,the thing,,the thing
17417,4,37,a piece,,a piece
17419,4,37,a piece,,a piece
17429,4,37,the shoes,,the shoes
17456,4,37,a stink,,a stink
17457,4,37,the potty,,the potty
17462,4,37,a mess,,a mess
17463,4,37,a girl,,a girl
17475,4,37,a pretzel,,a pretzel
17476,4,37,a pretzel,,a pretzel
17481,4,37,the potty,,the potty
17482,4,37,the potties,,the potties
17500,4,37,a tea+party,,a tea+party
17517,4,37,a thing,,a thing
17691,4,37,the feet,,the feet
17712,4,37,the buckles,,the buckles
17719,4,37,the computer,,the computer
17970,4,38,the fries,,the fries
17980,4,38,a minute,,a minute
17985,4,38,the chicken,,the chicken
17986,4,38,a #,,a #
17989,4,38,a bib,,a bib
17993,4,38,the chicken,,the chicken
17998,4,38,a bit,,a bit
18024,4,38,the dining+room,,the dining+room
18046,4,38,the salt,,the salt
18077,4,38,the dinosaur,,the dinosaur
18078,4,38,the dinosaur,,the dinosaur
18090,4,38,the baby,,the baby
18092,4,38,the chickens,,the chickens
18097,4,38,the kitty,,the kitty
18099,4,38,the pond,,the pond
18101,4,38,the seat,,the seat
18108,4,38,the Pak_NPlay,,the Pak_NPlay
18146,4,38,a lot,,a lot
18186,4,38,the slides,,the slides
18218,4,38,a bath,,a bath
18255,4,38,a bath,,a bath
18267,4,38,the wall,,the wall
18311,4,38,a pinata,,a pinata
18321,4,38,the basket,,the basket
18326,4,38,the one,,the one
18333,4,38,the basket,,the basket
18363,4,38,the ghost,,the ghost
18388,4,38,the water,,the water
18444,4,38,a girl,,a girl
18450,4,38,the green,,the green
18451,4,38,the red,,the red
18457,4,38,a picture,,a picture
18459,4,38,a picture,,a picture
18472,4,38,a picture,,a picture
18480,4,38,a #,,a #
18509,4,38,the point,,the point
18515,4,38,the circle,,the circle
18518,4,38,a circle,,a circle
18527,4,38,a color,,a color
18530,4,38,a color,,a color
18548,4,38,a ghost,,a ghost
18571,4,38,the bucket,,the bucket
18592,4,38,the ghost,,the ghost
18603,4,38,the tub,,the tub
18605,4,38,the wall,,the wall
18607,4,38,the ghost,,the ghost
18612,4,38,the water,,the water
18637,4,38,the wall,,the wall
18639,4,38,the wall,,the wall
18662,4,38,a bath+tub,,a bath+tub
18663,4,38,a bath+tub,,a bath+tub
18668,4,38,the plug,,the plug
18675,4,38,the water,,the water
18685,4,38,the water,,the water
18687,4,38,a rest,,a rest
18691,4,38,a rest,,a rest
18695,4,38,the water,,the water
18733,4,38,a bath,,a bath
18737,4,38,a nut,,a nut
18792,4,38,a hair+cut,,a hair+cut
18808,4,38,a tip,,a tip
18809,4,38,a tip,,a tip
18823,4,38,the table,,the table
18824,4,38,the table,,the table
18825,4,38,the one,,the one
18829,4,38,the ones,,the ones
18879,4,38,a sausage,,a sausage
18900,4,38,a bit,,a bit
18951,4,38,the music,,the music
18971,4,38,the idea,,the idea
18974,4,38,the farm,,the farm
19001,4,38,the ones,,the ones
19031,4,38,the suitcase,,the suitcase
19047,4,38,the family,,the family
19110,4,38,the garbage,,the garbage
19123,4,38,the car,,the car
19138,4,38,the arnica,,the arnica
19148,4,38,the lotion,,the lotion
19154,4,38,a bruise,,a bruise
19188,4,38,the kitty,,the kitty
19207,4,38,the side,,the side
19222,4,38,the tv,,the tv
19231,4,38,a throw,,a throw
19237,4,38,a diaper,,a diaper
19250,4,38,the baby,,the baby
19316,4,38,the phone,,the phone
19334,4,38,the samples,,the samples
19338,4,38,the floor,,the floor
19353,4,38,the garbage,,the garbage
19356,4,38,the garbage,,the garbage
19358,4,38,a robot,,a robot
19359,4,38,a robot,,a robot
19382,4,38,the part,,the part
19389,4,38,the drum,,the drum
19390,4,38,the drum,,the drum
